,type_of_renewable_energy,installed_capacity_mw,energy_production_mwh,energy_consumption_mwh,energy_storage_capacity_mwh,storage_efficiency_percentage,grid_integration_level,initial_investment_usd,funding_sources,financial_incentives_usd,ghg_emission_reduction_tco2e,air_pollution_reduction_index,jobs_created
8042,Biomass,515.0430909,447917.6873,427499.7915,3350.981078,77.67089904,Fully Integrated,82447809.48,Government,3007121.023,44940.07882,98.87215513,2758
8043,Wave,851.6945029,182946.6768,97034.69918,8330.636492,67.37593245,Minimal Integration,460201705.2,Private,3974844.326,22143.29611,27.46140147,4768
8044,Hydroelectric,968.8087968,222216.0386,48856.46895,4753.222983,65.06738822,Fully Integrated,456632796.9,Public-Private Partnership,8834779.812,14721.2741,13.06420452,3413
8045,Geothermal,960.8851332,465005.583,172438.8218,6418.760854,53.68357488,Fully Integrated,20686570.87,Private,16666834.73,13241.63608,49.19328578,3341
8046,Hydroelectric,619.064971,487774.6282,234142.7568,130.0836812,96.24501155,Minimal Integration,460421762.7,Public-Private Partnership,9380418.946,49853.46319,8.420279194,4595
8047,Wind,604.6253714,48301.46066,165872.5566,9165.27312,86.11807581,Minimal Integration,441594073.3,Private,16685225.76,24489.87922,51.72475907,1186
8048,Biomass,875.5248253,368636.1325,43322.1212,8852.222863,57.34596956,Partially Integrated,470706748.6,Public-Private Partnership,4155454.733,49092.60308,25.71060068,3920
8049,Hydroelectric,903.9701472,34780.83564,382961.7081,2626.239654,93.19514455,Isolated Microgrid,248222102.6,Private,10451405.61,40752.00147,72.17200231,1311
8050,Wind,807.51039,113771.7644,263568.778,3743.900147,52.25561892,Minimal Integration,279099181.3,Government,18407717.97,2486.730753,16.26310644,4235
8051,Biomass,318.0600563,445908.4772,128049.73,6497.072339,78.78227318,Minimal Integration,186452047.9,Private,10325433.76,45205.83018,8.089715501,68
8052,Hydroelectric,538.5047585,234057.6225,41416.10027,1768.415284,67.73532976,Minimal Integration,494913996.7,Government,3732822.405,19769.94351,54.7453428,2692
8053,Geothermal,729.0974083,182844.3613,218227.9242,3946.881327,68.23403983,Fully Integrated,73553718.14,Public-Private Partnership,6865546.041,39783.76588,56.65463536,2052
8054,Wind,619.4163708,484806.3381,250692.0213,1686.520428,82.56760044,Partially Integrated,158673773.7,Private,9559227.52,6552.922356,13.36849212,559
8055,Wind,451.9316228,351057.749,54957.75724,7162.819807,69.13078034,Fully Integrated,2237962.739,Private,13024948.31,35943.46302,26.12890011,1013
8056,Wind,570.081971,338606.1604,443183.6584,3238.204764,97.89019176,Partially Integrated,199482506.1,Government,4042519.014,25967.24819,76.00623226,3422
8057,Wind,426.5472519,251418.3997,50710.36176,9260.763629,73.64187689,Isolated Microgrid,349817358.8,Government,2313691.942,43763.66998,26.95892336,987
8058,Wind,721.8268812,255151.8225,38889.49388,4256.312478,85.99184994,Isolated Microgrid,6182691.842,Government,6161653.444,9543.119927,40.57414633,179
8059,Wave,232.8233308,165816.5084,358941.6376,7741.596478,60.30539831,Minimal Integration,403133756.9,Public-Private Partnership,2427771.385,29226.66163,28.32571835,3714
8060,Biomass,808.2700776,112640.1858,421185.4205,1459.006981,99.64565701,Fully Integrated,259314476.5,Government,7013388.65,43237.25988,98.62478726,4410
8061,Biomass,330.0845279,363490.6878,272629.7102,2150.893918,72.21344384,Partially Integrated,238082128.6,Private,15817001.36,11572.88493,86.47200357,4652
8062,Wind,652.8087459,20506.55958,295892.9883,9341.613571,75.92011876,Minimal Integration,472118891.2,Public-Private Partnership,19445001.89,47971.66079,65.93888185,673
8063,Wind,546.2348454,225014.9221,31003.43349,8122.380922,55.24822067,Partially Integrated,64672423.18,Government,17719743.1,14775.5377,41.50874497,829
8064,Solar,714.4334359,121689.0669,115503.3805,1242.340019,74.15522456,Isolated Microgrid,293837801.6,Government,4036463.677,38408.99608,28.72992966,1456
8065,Wave,231.9956738,79163.33141,407035.9969,2567.530386,60.85429995,Fully Integrated,73202698.15,Government,9083100.59,16169.33419,86.51352835,2872
8066,Geothermal,103.1306443,104582.6107,5370.817964,7948.268742,63.48715695,Fully Integrated,138487327.8,Government,3096412.64,5764.375343,66.78416054,324
8067,Hydroelectric,585.8383445,82594.62044,172035.5492,6435.168039,86.83196095,Fully Integrated,102313066.3,Public-Private Partnership,19973403.34,39576.05017,62.01205498,264
8068,Tidal,297.1833751,450762.0735,308124.9799,2706.417509,84.807844,Fully Integrated,24551108.53,Government,1334443.609,32825.03356,64.17802304,3067
8069,Tidal,577.4336895,325694.0998,381908.1288,3066.934152,54.49983996,Partially Integrated,289882651.4,Public-Private Partnership,16273855.08,19662.93674,11.52403605,4695
8070,Hydroelectric,371.1010064,227213.9053,237723.6562,7212.068407,85.16680509,Minimal Integration,151375497.4,Government,18779162.15,32587.56808,97.92423316,3795
8071,Geothermal,770.7743805,35015.80876,326962.3195,3577.111989,65.73901624,Partially Integrated,307475120.7,Private,8469141.498,49805.30699,89.07659405,3663
8072,Solar,798.8363452,273299.3927,43641.84581,902.4211157,69.94669308,Isolated Microgrid,58240458.64,Government,14094124.83,3861.291774,56.38289905,3084
8073,Geothermal,599.8456926,34092.16997,148381.5489,5010.1741,95.59590639,Isolated Microgrid,234410011.8,Private,17260145.98,47046.76182,62.38469754,4788
8074,Wave,580.1361886,264572.7413,343585.62,9623.048484,78.01211375,Minimal Integration,393628390.3,Private,12854583.23,21572.72238,75.39859323,366
8075,Wind,272.3584409,332606.9771,51169.81147,9160.924772,96.69461513,Partially Integrated,126568532.0,Private,3525566.393,1333.339182,1.624109322,1041
8076,Hydroelectric,534.545659,315359.7189,239759.41,7474.630128,56.13513457,Isolated Microgrid,425680955.1,Public-Private Partnership,10578153.07,41301.91991,24.89312663,1574
8077,Wave,87.15622342,446185.4285,369736.5889,5939.703371,65.99255175,Partially Integrated,128177977.6,Private,2976880.437,2596.567246,5.37720005,1629
8078,Wave,951.2393281,12642.35503,208160.1257,964.2597382,51.43917186,Fully Integrated,256806905.1,Private,1088616.61,48595.51545,89.49365709,2369
8079,Tidal,577.0834308,157264.7574,175247.9309,5118.97768,81.74558096,Fully Integrated,499683023.2,Public-Private Partnership,11012803.79,45521.02541,17.9257649,3519
8080,Wave,813.0805621,295764.0265,57367.2063,7671.324202,61.50730617,Minimal Integration,305612272.0,Government,3048545.529,1905.510872,28.16357033,1336
8081,Tidal,657.4841252,378708.348,258115.9565,2391.137892,87.03731414,Fully Integrated,71023686.4,Public-Private Partnership,9867602.539,39263.01007,78.06918524,4167
8082,Biomass,526.1122496,10080.85171,26468.76312,992.3924265,89.26394509,Minimal Integration,293039543.5,Government,3646553.505,8494.934552,67.33595234,2821
8083,Solar,979.8963989,305526.0066,251961.8777,8471.90434,67.54265549,Fully Integrated,459008594.6,Government,1186864.831,31211.22361,61.01775358,1222
8084,Geothermal,58.68100829,264457.2926,295432.3473,5581.626928,88.74075104,Fully Integrated,436443998.2,Private,8659729.707,32865.83707,56.49556502,379
8085,Wind,84.52652153,92937.40019,396343.6868,476.9620655,58.64669013,Fully Integrated,116748173.6,Private,7968972.163,47547.04612,93.00430264,1043
8086,Solar,92.24415962,12208.14762,178303.8085,2180.229695,59.22135875,Fully Integrated,376583438.2,Government,9017116.022,6806.596746,91.26458694,2518
8087,Hydroelectric,214.8473967,167650.9354,19264.6184,269.1235467,57.4984679,Minimal Integration,282503197.4,Government,2853929.779,10904.91612,23.84301063,3703
8088,Solar,39.92500233,231393.4056,361466.4138,7604.720716,98.14306256,Fully Integrated,353950710.1,Government,19639153.53,37972.37495,31.68652725,2248
8089,Biomass,279.7879296,38341.21101,200330.7509,9986.801847,98.01166064,Isolated Microgrid,78184523.37,Government,11412774.77,44401.2276,30.31407056,2217
8090,Solar,745.6387546,150704.314,414932.9446,9101.663731,88.67294167,Partially Integrated,432583125.3,Government,16211816.03,4318.377174,69.51413067,4187
8091,Tidal,989.9105419,352941.7297,324692.1713,4496.952955,86.11717554,Minimal Integration,205643410.8,Public-Private Partnership,7322767.407,26738.43134,30.46135129,1773
8092,Tidal,909.7200783,338150.7571,102329.7929,9940.257864,93.46220831,Isolated Microgrid,25565930.84,Government,17775997.62,15165.02269,25.79956268,852
8093,Solar,103.8463069,79506.5502,93066.11415,4520.799895,81.95277127,Isolated Microgrid,158112613.2,Government,17529171.57,21886.55592,74.03583523,2496
8094,Solar,435.1042381,471977.57,12723.16393,5454.890431,74.97724044,Fully Integrated,199393971.1,Public-Private Partnership,6715359.997,39508.20901,79.99708823,3549
8095,Wave,964.4990378,403237.5245,378665.0547,2578.023414,72.14839013,Fully Integrated,258785727.6,Private,6795607.375,44180.12703,91.31040788,34
8096,Solar,413.295812,471866.1253,231352.7343,7300.20074,94.76797153,Isolated Microgrid,410591100.2,Public-Private Partnership,12640191.6,17323.82819,56.09935117,1406
8097,Geothermal,832.7402999,130672.6567,177417.9725,3133.826665,59.71393124,Minimal Integration,15748435.29,Public-Private Partnership,10637203.58,37570.19383,53.65103866,3824
8098,Wind,481.8730166,355768.1438,392569.2679,1367.306173,64.2696842,Minimal Integration,184052790.5,Private,19563640.74,13411.69488,23.51130664,3722
8099,Hydroelectric,286.8650704,144626.7851,413972.7573,472.1482862,90.39592282,Fully Integrated,320674775.5,Government,77510.26845,14533.38237,12.10275892,24
8100,Biomass,532.2480527,168232.5021,67254.55007,5743.533372,72.49900841,Fully Integrated,56758318.15,Private,3657174.963,41911.43607,49.16077481,2685
8101,Solar,970.0058232,45393.19237,228428.4307,3812.778346,56.55873524,Partially Integrated,428635468.0,Government,3806390.495,33245.7614,76.20984304,3197
8102,Wave,255.2399243,132605.2694,289735.8565,4711.674891,58.44925268,Isolated Microgrid,294211946.6,Public-Private Partnership,5356454.419,12539.22541,70.8924171,3603
8103,Solar,717.6897856,333423.7146,210559.7041,8833.787069,90.6046229,Minimal Integration,445267685.0,Government,17008867.02,22868.87468,82.94738844,82
8104,Tidal,995.1888997,271469.6702,359963.5042,6253.473794,88.17057281,Minimal Integration,465317390.1,Government,4787692.064,34303.78716,90.57389307,2910
8105,Biomass,934.8107659,103775.8509,184870.4113,9739.076317,99.02633349,Partially Integrated,94527690.86,Public-Private Partnership,11227744.46,16810.75312,36.22464422,1992
8106,Hydroelectric,768.7259351,21587.79956,44236.58468,7097.399087,62.85304186,Minimal Integration,59042391.68,Government,14868896.19,46967.75213,94.17424935,754
8107,Hydroelectric,647.2377454,474754.7789,231800.4169,9414.946904,74.19083416,Isolated Microgrid,407482003.1,Public-Private Partnership,17370757.38,42252.52725,31.03970022,2880
8108,Geothermal,149.8352557,113479.621,343569.8883,4209.168411,77.68894063,Minimal Integration,499358394.3,Government,10721673.49,31662.96746,66.53236301,948
8109,Tidal,592.5049993,117742.8191,420848.4257,3951.03424,59.5008227,Minimal Integration,258438324.8,Government,4916124.587,23191.06426,45.43867902,4528
8110,Biomass,714.2470733,347183.4266,180921.6171,952.472708,59.21461412,Minimal Integration,254837650.3,Public-Private Partnership,5321741.427,12290.14148,20.99164751,3996
8111,Tidal,734.6127836,452680.5554,366932.8984,7857.054618,62.89744917,Isolated Microgrid,405802414.9,Public-Private Partnership,8312733.111,17678.50142,19.21647283,3512
8112,Geothermal,84.92277343,68770.59245,46958.6789,3249.707874,96.67940776,Isolated Microgrid,481608914.8,Private,2006032.239,31917.5126,4.802072314,4162
8113,Wave,614.0527502,494806.008,16135.47531,6579.290431,68.48381305,Partially Integrated,486442084.5,Government,8277983.783,40581.57864,1.71990908,3946
8114,Biomass,182.9242083,427262.9602,258811.6035,1473.791198,80.44885139,Partially Integrated,96945491.38,Public-Private Partnership,18306795.32,32288.04247,54.22978039,4791
8115,Wave,772.527453,288905.5352,362370.7851,6718.228136,85.03170937,Partially Integrated,474346197.0,Government,9354047.861,13497.71562,95.42660457,3494
8116,Tidal,797.4330158,423411.6036,312021.2635,883.5065571,98.15232008,Partially Integrated,316326698.3,Public-Private Partnership,13350819.24,14578.4298,11.27505754,4787
8117,Geothermal,277.3074018,159486.5205,200668.994,5589.491284,75.77161972,Partially Integrated,203321593.6,Public-Private Partnership,12296662.63,43221.797,36.960897,55
8118,Biomass,539.2342798,43142.17538,312068.9125,4221.441724,64.2438824,Minimal Integration,27115598.33,Public-Private Partnership,12854816.37,8337.533944,98.97816525,4977
8119,Solar,948.7285618,462328.1334,324708.0812,9594.152868,85.6797251,Isolated Microgrid,309843201.4,Private,15366033.82,37186.117,95.45848068,3778
8120,Tidal,992.3530361,271567.4581,89197.25439,8492.121768,55.563104,Partially Integrated,185308404.5,Private,1565946.1,41507.73534,97.31420454,424
8121,Geothermal,900.9481095,457501.2726,205025.0008,7681.241041,74.31187455,Fully Integrated,494569993.0,Public-Private Partnership,6898320.828,46242.09995,11.57400629,1984
8122,Wave,431.6203405,113779.6672,164940.4677,6343.264802,86.50822639,Minimal Integration,425644468.7,Public-Private Partnership,14323280.0,1068.780548,11.77218141,1919
8123,Wave,609.4146724,270265.2932,330367.7023,3791.916104,64.00600543,Minimal Integration,327473338.5,Public-Private Partnership,18242597.91,5915.643506,30.85941947,2160
8124,Biomass,534.463437,445280.9628,146986.9783,4313.2705,94.76579544,Partially Integrated,439540556.4,Private,3244122.435,5365.999635,35.82363587,2960
8125,Geothermal,670.7327814,187722.3648,2574.06922,5494.360058,58.16846241,Partially Integrated,380847694.9,Government,2261437.179,21515.13547,27.25984518,2869
8126,Wave,509.8226316,334802.8578,116988.6629,8756.645503,82.35087572,Minimal Integration,495012307.4,Public-Private Partnership,18449563.33,16540.48348,54.63360611,4514
8127,Geothermal,802.6035901,389117.37,254850.7655,2556.6355,73.5719769,Isolated Microgrid,188479756.6,Public-Private Partnership,18065809.81,627.4893792,9.818163784,3060
8128,Wave,819.6479821,37837.81008,26991.50634,2310.997043,61.5428785,Fully Integrated,203319197.3,Private,294020.1013,9006.371693,98.58475872,4839
8129,Wind,427.6939203,272228.9138,374586.0955,4917.957438,65.93498185,Minimal Integration,340200557.9,Government,1483035.245,39033.25921,29.05145709,87
8130,Geothermal,408.0870689,496764.3901,347043.8086,8053.586591,81.85586512,Isolated Microgrid,281737175.7,Private,7544199.455,25156.84584,4.98611822,4476
8131,Geothermal,916.9308047,89850.44446,290992.8301,4679.986852,82.32363815,Fully Integrated,264191995.5,Private,17002545.77,9923.891202,79.10170718,3832
8132,Biomass,30.608181,28093.16693,244140.6279,6954.005401,58.03801396,Minimal Integration,25723743.32,Public-Private Partnership,5428955.87,18685.0148,98.21102832,3309
8133,Wind,527.5816667,422442.3356,366287.7827,8016.919761,72.13308313,Fully Integrated,257466918.0,Private,5114595.389,26491.95321,24.09388535,4180
8134,Wind,154.6973476,65280.51713,28356.5665,8678.596203,50.7906346,Minimal Integration,104167628.3,Private,12552338.29,12358.47977,76.30691192,1382
8135,Tidal,697.0701235,203798.8842,86876.43693,4286.94684,71.12484481,Partially Integrated,323193168.6,Private,4048873.797,12872.16736,57.78052079,2573
8136,Geothermal,536.9035224,263382.0323,282717.8761,3257.111529,93.64176653,Minimal Integration,100006825.6,Public-Private Partnership,9418434.959,18362.22321,68.47916224,3398
8137,Wave,76.77454401,33673.08843,206407.6663,1603.360082,79.14438138,Minimal Integration,44525678.76,Private,13036637.97,29762.15983,99.56236248,3484
8138,Wind,230.6725005,441316.712,297480.2095,9816.5222,59.66644219,Minimal Integration,161180432.7,Public-Private Partnership,15237155.44,47445.62934,38.10255612,3113
8139,Wave,920.6513124,128571.6664,206013.9641,9122.399039,61.59596782,Fully Integrated,97253959.61,Government,17535581.02,36508.71205,7.09473276,2084
8140,Wave,433.9433151,378347.0803,42096.26113,8193.204976,68.24920555,Minimal Integration,219020030.4,Public-Private Partnership,2097798.985,45546.07805,73.93485505,2976
8141,Biomass,448.3172354,393563.0043,170354.6305,7054.153969,58.29725945,Isolated Microgrid,355144607.5,Public-Private Partnership,5128075.622,43252.13836,5.540089477,2062
8142,Solar,616.9201758,467646.0364,120379.6926,9050.217369,52.47845942,Fully Integrated,262650021.8,Private,17292714.68,33833.99996,72.44316696,2540
8143,Hydroelectric,417.5724029,282392.3219,181247.2883,7620.5887,51.43183155,Partially Integrated,487805807.6,Government,19488898.29,6268.656973,80.42392095,3211
8144,Solar,413.9758004,432583.3916,136285.9347,9526.951993,64.48716905,Minimal Integration,497902208.4,Public-Private Partnership,8027701.194,1994.553142,35.09482184,4572
8145,Geothermal,37.60308103,336486.6232,325756.6629,1602.922373,56.93822168,Partially Integrated,372804082.6,Public-Private Partnership,4052129.203,38687.41184,8.399311297,3139
8146,Solar,606.8137654,39488.07366,297902.8825,5217.198429,77.17571384,Partially Integrated,174427393.0,Private,5740121.634,22556.00403,87.21672933,4295
8147,Wind,26.94575865,146382.8248,141784.3633,6958.815652,93.21034799,Minimal Integration,339755366.4,Government,15475876.41,4485.134458,21.96130784,2985
8148,Tidal,763.2374173,217419.1139,208037.9304,349.7844866,53.91950766,Partially Integrated,493570975.1,Private,18094577.8,11084.30345,44.47328253,1955
